# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model
# start_datetime = 2022-12-26 19:45:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/andrew/Library/R/arm64/4.2/library/CmdStanHeaders/examples/bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 1461824762 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = --O0
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.12279
# Diagonal elements of inverse mass matrix:
# 0.459917
-6.76703,1,1.12279,1,3,0,7.79609,0.226173
-7.27084,0.797375,1.12279,2,3,0,7.98709,0.138637
-7.05318,1,1.12279,2,3,0,7.25883,0.161735
-6.9342,1,1.12279,1,1,0,7.0525,0.179347
-6.90365,1,1.12279,1,1,0,6.96369,0.184934
-6.89653,1,1.12279,2,3,0,6.94244,0.186325
-6.89653,0.302697,1.12279,1,3,0,11.0828,0.186325
-8.1805,0.5332,1.12279,2,3,0,10.739,0.0855642
-8.03508,1,1.12279,1,1,0,8.37305,0.0916229
-9.02152,0.883953,1.12279,1,1,0,9.05425,0.0594
-6.78095,0.873624,1.12279,1,3,0,8.98383,0.218874
-6.74869,0.994868,1.12279,2,3,0,6.80436,0.254601
-7.36205,0.784218,1.12279,2,3,0,7.90746,0.130947
-7.86353,0.971197,1.12279,2,3,0,7.90315,0.0996246
-6.97257,0.974953,1.12279,2,3,0,8.19047,0.173058
-7.23736,0.980012,1.12279,2,3,0,7.25417,0.141698
-6.74908,0.984817,1.12279,1,3,0,7.16181,0.244289
-7.16386,0.631288,1.12279,2,3,0,8.586,0.37364
-7.16386,0.954608,1.12279,1,1,0,7.38077,0.37364
-6.74829,1,1.12279,1,3,0,7.03504,0.252914
-6.75535,0.997969,1.12279,1,3,0,6.75708,0.235074
-6.75239,1,1.12279,1,1,0,6.75537,0.238443
-6.75239,0.433839,1.12279,1,3,0,8.91402,0.238443
-6.98211,0.938592,1.12279,1,3,0,7.01197,0.341248
-9.14644,0.301906,1.12279,1,3,0,11.049,0.0564435
-6.8404,0.900701,1.12279,1,3,0,9.05161,0.199001
-6.74808,0.99811,1.12279,1,3,0,6.8238,0.251299
-6.8604,0.969736,1.12279,1,3,0,6.86669,0.312129
-6.74845,0.960959,1.12279,2,3,0,7.00909,0.246353
-7.7749,0.766903,1.12279,1,3,0,8.01362,0.104188
-7.7749,0.850782,1.12279,1,1,0,8.78877,0.104188
-6.7682,0.993385,1.12279,2,3,0,7.76239,0.225464
-6.87502,0.929738,1.12279,2,3,0,7.16927,0.190788
-6.77289,0.983804,1.12279,2,3,0,6.99465,0.222838
-6.86091,0.974731,1.12279,1,1,0,6.86125,0.193959
-6.74891,0.996207,1.12279,1,3,0,6.84599,0.2553
-8.56594,0.687767,1.12279,2,3,0,8.74401,0.0719949
-10.9528,0.778229,1.12279,1,3,0,10.9902,0.028303
-9.59477,1,1.12279,2,3,0,10.9138,0.0472086
-8.67523,1,1.12279,1,1,0,9.58738,0.068681
-9.54279,0.972981,1.12279,2,3,0,9.63433,0.0481811
-10.1504,0.956989,1.12279,1,1,0,10.3596,0.0381257
-9.18713,1,1.12279,1,1,0,10.1757,0.0555198
-8.403,1,1.12279,2,3,0,9.19036,0.0773428
-7.27212,0.990181,1.12279,1,3,0,8.20343,0.138523
-6.81429,1,1.12279,2,3,0,7.15806,0.297235
-6.81429,0.58554,1.12279,1,3,0,8.74822,0.297235
-6.91321,0.987173,1.12279,2,3,0,6.92784,0.325978
-6.84052,1,1.12279,1,1,0,6.91159,0.306144
-6.9366,0.989937,1.12279,2,3,0,6.93674,0.17893
-7.34672,0.964634,1.12279,2,3,0,7.43517,0.400056
-7.34672,0.711664,1.12279,1,1,0,7.99525,0.400056
-7.31234,1,1.12279,1,1,0,7.55025,0.395411
-7.1552,0.857049,1.12279,1,3,0,7.95435,0.149875
-6.8226,1,1.12279,2,3,0,7.06679,0.300212
-6.7519,0.993743,1.12279,2,3,0,6.85569,0.2391
-7.23075,0.888943,1.12279,1,3,0,7.29083,0.14232
-8.02649,0.861649,1.12279,1,1,0,8.02923,0.0920002
-8.72808,0.913165,1.12279,1,1,0,8.80274,0.06715
-6.87366,0.821903,1.12279,1,3,0,9.163,0.315847
-6.87366,0.233206,1.12279,1,1,0,8.93779,0.315847
-6.78701,1,1.12279,1,1,0,6.84862,0.285937
-6.8167,0.801765,1.12279,2,3,0,7.51759,0.298116
-6.76462,0.988509,1.12279,2,3,0,6.87875,0.227697
-6.84276,0.977142,1.12279,1,1,0,6.84278,0.198389
-6.76205,0.974574,1.12279,2,3,0,7.03735,0.229462
-7.15869,0.913292,1.12279,1,3,0,7.18587,0.149507
-7.52862,0.927072,1.12279,1,1,0,7.56017,0.118837
-7.46444,1,1.12279,1,1,0,7.66513,0.123249
-7.05836,1,1.12279,1,1,0,7.39105,0.161075
-6.76626,0.977199,1.12279,1,3,0,7.06942,0.274366
-8.68046,0.586818,1.12279,1,3,0,8.69245,0.528559
-7.29684,1,1.12279,2,3,0,8.24101,0.393273
-7.32416,0.776016,1.12279,1,3,0,8.23684,0.134035
-7.46728,0.911308,1.12279,1,3,0,8.24343,0.415436
-6.95576,1,1.12279,1,1,0,7.30802,0.335691
-8.07481,0.776082,1.12279,2,3,0,8.09913,0.0899073
-7.22137,1,1.12279,1,1,0,7.91585,0.143212
-6.9176,1,1.12279,1,1,0,7.15399,0.182309
-6.93805,0.99475,1.12279,1,1,0,6.98116,0.178681
-8.19918,0.733433,1.12279,1,3,0,8.56393,0.489916
-7.74635,1,1.12279,1,1,0,8.38094,0.446915
-7.07012,1,1.12279,2,3,0,7.74277,0.159604
-6.79327,1,1.12279,2,3,0,7.00651,0.288795
-7.65928,0.760198,1.12279,2,3,0,8.07945,0.110665
-7.44992,1,1.12279,2,3,0,7.72899,0.124288
-7.25649,0.951004,1.12279,2,3,0,8.21401,0.139932
-7.10628,1,1.12279,1,1,0,7.28216,0.155285
-6.84579,0.971737,1.12279,2,3,0,7.3771,0.197619
-6.96697,0.968393,1.12279,1,1,0,6.977,0.173933
-6.80641,0.957595,1.12279,2,3,0,7.44314,0.20899
-7.6696,0.556277,1.12279,2,3,0,9.45932,0.43873
-7.34725,1,1.12279,1,1,0,7.74704,0.400126
-6.9618,0.947409,1.12279,1,3,0,7.63815,0.174753
-6.74822,0.788975,1.12279,2,3,0,8.41474,0.24751
-6.80964,0.969332,1.12279,2,3,0,6.88836,0.295491
-7.14063,0.881897,1.12279,1,1,0,7.14627,0.369928
-7.66298,0.915978,1.12279,2,3,0,7.78153,0.43801
-6.87509,1,1.12279,1,1,0,7.36315,0.316238
-8.80689,0.530743,1.12279,1,3,0,10.159,0.0649479
-10.5321,0.873209,1.12279,2,3,0,11.7633,0.0330452
-9.42798,1,1.12279,1,1,0,10.5386,0.0504147
-9.42451,1,1.12279,1,1,0,9.84168,0.0504843
-6.7619,1,1.12279,2,3,0,8.76895,0.2712
-7.22336,0.906949,1.12279,2,3,0,7.31238,0.143022
-8.60615,0.864618,1.12279,1,3,0,8.62856,0.0707518
-6.83951,0.833246,1.12279,1,3,0,8.94164,0.305826
-6.83951,0.466,1.12279,1,1,0,7.96445,0.305826
-6.78814,0.89071,1.12279,2,3,0,7.28937,0.215755
-7.17081,0.901262,1.12279,1,3,0,7.27327,0.374732
-6.88308,0.969597,1.12279,1,3,0,7.34533,0.18907
-6.88308,0.921671,1.12279,1,3,0,7.26997,0.18907
-7.44681,0.896287,1.12279,2,3,0,7.82758,0.412915
-7.17064,1,1.12279,1,1,0,7.47489,0.374705
-6.95641,1,1.12279,2,3,0,7.14564,0.335832
-7.22151,0.899701,1.12279,1,1,0,7.27891,0.382463
-6.83213,0.985553,1.12279,2,3,0,7.37531,0.201211
-6.81255,1,1.12279,2,3,0,6.84212,0.206984
-6.96571,0.957666,1.12279,1,3,0,7.08039,0.337824
-6.75629,0.998518,1.12279,1,3,0,6.93628,0.234162
-7.01051,0.865711,1.12279,2,3,0,7.41268,0.346925
-7.01051,0.662386,1.12279,1,1,0,7.64719,0.346925
-6.74802,1,1.12279,1,3,0,6.93507,0.250161
-6.7907,0.988619,1.12279,1,3,0,6.79571,0.214718
-6.86086,0.932406,1.12279,2,3,0,7.17831,0.312262
-7.49449,0.778382,1.12279,1,1,0,7.50804,0.418735
-6.75266,1,1.12279,1,3,0,7.23658,0.262165
-7.25747,0.474827,1.12279,2,3,0,9.67483,0.387715
-6.85859,1,1.12279,2,3,0,7.34904,0.194501
-6.88358,0.993286,1.12279,1,1,0,6.91047,0.188965
-7.24518,0.914718,1.12279,1,1,0,7.2459,0.140971
-6.9945,0.960658,1.12279,2,3,0,7.72554,0.169756
-6.94092,0.928231,1.12279,2,3,0,7.89763,0.178191
-7.03697,0.976533,1.12279,1,1,0,7.07094,0.163846
-6.83176,1,1.12279,1,1,0,6.98472,0.201313
-6.83176,0.839101,1.12279,1,3,0,7.5898,0.201313
-6.83176,0.896643,1.12279,1,3,0,7.28855,0.201313
-6.84993,0.994973,1.12279,1,1,0,6.87096,0.196585
-6.77617,1,1.12279,2,3,0,6.82971,0.221151
-7.76286,0.82444,1.12279,2,3,0,8.06893,0.104833
-7.13117,1,1.12279,1,1,0,7.6406,0.152476
-7.47447,0.907476,1.12279,1,3,0,8.02476,0.416313
-7.47447,0.732945,1.12279,1,1,0,8.13555,0.416313
-6.85287,0.880227,1.12279,2,3,0,8.05843,0.195868
-6.79555,1,1.12279,1,1,0,6.84265,0.212844
-7.74028,0.822899,1.12279,1,3,0,7.83026,0.106061
-6.96012,1,1.12279,1,3,0,7.57152,0.175022
-7.09783,0.989099,1.12279,2,3,0,7.12904,0.156269
-7.82418,0.86244,1.12279,1,1,0,7.82463,0.101611
-9.47518,0.764112,1.12279,1,3,0,11.0597,0.582052
-8.76147,1,1.12279,1,1,0,9.9677,0.53453
-7.27626,1,1.12279,1,1,0,8.26802,0.390391
-7.67108,0.84676,1.12279,1,1,0,7.85127,0.438891
-7.67108,0.149525,1.12279,1,1,0,10.473,0.438891
-7.06426,1,1.12279,1,1,0,7.50516,0.356948
-6.75749,1,1.12279,1,3,0,7.01227,0.233064
-6.78689,0.991078,1.12279,1,1,0,6.78726,0.216275
-6.76892,1,1.12279,2,3,0,6.78115,0.276115
-10.1627,0.443556,1.12279,2,3,0,10.2237,0.0379497
-10.1553,1,1.12279,1,1,0,10.6278,0.038055
-6.74803,1,1.12279,2,3,0,9.37239,0.249482
-6.74802,0.999999,1.12279,2,3,0,6.74804,0.249964
-7.10386,0.860248,1.12279,2,3,0,7.46213,0.155565
-6.79798,0.945803,1.12279,2,3,0,7.6497,0.211942
-6.93798,0.961085,1.12279,1,3,0,7.03109,0.331755
-6.94642,0.998916,1.12279,2,3,0,7.01523,0.333643
-9.407,0.358367,1.12279,1,1,0,9.42267,0.577858
-6.76635,1,1.12279,1,3,0,8.38787,0.274427
-6.74806,0.916295,1.12279,2,3,0,7.12156,0.24891
-7.47303,0.860232,1.12279,2,3,0,7.65651,0.122641
-7.68519,0.962786,1.12279,1,1,0,7.79586,0.109157
-6.84415,1,1.12279,1,3,0,7.51431,0.198034
-8.3227,0.779273,1.12279,2,3,0,8.726,0.0801777
-8.27284,1,1.12279,2,3,0,8.59267,0.0820108
-7.61411,1,1.12279,1,1,0,8.21383,0.113378
-7.26687,1,1.12279,1,1,0,7.59749,0.138993
-6.77661,0.958174,1.12279,1,3,0,7.29568,0.280653
-6.74932,0.982006,1.12279,2,3,0,6.8536,0.243664
-6.75617,0.997829,1.12279,1,1,0,6.75617,0.234278
-6.77845,0.993185,1.12279,1,1,0,6.77891,0.220041
-6.74842,1,1.12279,1,3,0,6.77055,0.246473
-8.22783,0.682958,1.12279,1,3,0,8.64669,0.083716
-8.0083,1,1.12279,1,1,0,8.38384,0.092807
-7.27613,1,1.12279,1,1,0,7.88212,0.138166
-6.84582,0.974045,1.12279,2,3,0,7.52918,0.197612
-6.83104,1,1.12279,1,1,0,6.8632,0.201511
-6.7569,0.994001,1.12279,1,3,0,6.83853,0.266894
-6.74825,0.999822,1.12279,1,3,0,6.75572,0.24736
-6.9886,0.897644,1.12279,2,3,0,7.26137,0.170627
-7.74999,0.905097,1.12279,1,3,0,7.75245,0.10553
-6.879,1,1.12279,1,3,0,7.57093,0.189933
-6.74849,0.978168,1.12279,2,3,0,7.00235,0.24619
-7.40471,0.468899,1.12279,2,3,0,9.7751,0.407618
-6.87589,0.978426,1.12279,2,3,0,7.64527,0.1906
-6.92875,0.98619,1.12279,1,1,0,6.95494,0.180301
-7.34837,0.968575,1.12279,2,3,0,7.34986,0.132046
-7.38104,0.993562,1.12279,1,1,0,7.51663,0.129451
-7.73763,0.937049,1.12279,1,1,0,7.8033,0.106207
-6.81835,1,1.12279,2,3,0,7.50395,0.298711
-7.18747,0.868289,1.12279,1,1,0,7.19452,0.377317
-6.75812,1,1.12279,1,3,0,7.03478,0.268035
-6.75812,0.369987,1.12279,1,3,0,9.08645,0.268035
-6.75812,0.811673,1.12279,1,3,0,7.23436,0.268035
-7.41506,0.870946,1.12279,2,3,0,7.5348,0.126852
-7.0419,1,1.12279,1,1,0,7.34866,0.163196
-7.0419,0.493968,1.12279,1,3,0,9.99743,0.163196
-6.78863,1,1.12279,1,3,0,6.97325,0.215556
-7.31843,0.866973,1.12279,1,3,0,7.43135,0.396242
-6.9364,0.956174,1.12279,1,3,0,7.56699,0.178965
-6.92198,1,1.12279,1,1,0,6.97827,0.18151
-7.17342,0.918775,1.12279,2,3,0,7.63575,0.147972
-7.87987,0.940537,1.12279,2,3,0,7.97547,0.460454
-7.0747,0.913261,1.12279,1,3,0,8.29682,0.15904
-7.04296,1,1.12279,1,1,0,7.13812,0.163057
-7.59064,0.889096,1.12279,1,1,0,7.59413,0.114833
-6.76707,0.981543,1.12279,1,3,0,7.45798,0.22615
-6.8393,0.978923,1.12279,1,1,0,6.83952,0.199287
-6.92781,0.976489,1.12279,1,1,0,6.94011,0.180467
-6.96974,0.91171,1.12279,2,3,0,7.82973,0.173498
-7.63851,0.912932,1.12279,1,3,0,7.63929,0.111899
-6.76408,0.932437,1.12279,1,3,0,7.64687,0.272834
-7.77602,0.737572,1.12279,1,3,0,8.15672,0.104128
-6.83202,1,1.12279,2,3,0,7.52656,0.303406
-6.7568,0.997589,1.12279,2,3,0,6.84997,0.233689
-6.7568,0.911552,1.12279,1,3,0,7.03187,0.233689
-6.74904,0.831309,1.12279,2,3,0,7.63098,0.255665
-7.08442,0.911459,1.12279,1,3,0,7.09505,0.360502
-6.98622,0.903624,1.12279,2,3,0,7.53703,0.170981
-8.87813,0.641723,1.12279,1,3,0,9.33993,0.542897
-7.08619,0.623583,1.12279,2,3,0,10.7707,0.157648
-7.90943,0.823362,1.12279,1,3,0,8.44324,0.463343
-8.54237,0.759698,1.12279,1,1,0,8.98121,0.518056
-7.45992,0.759636,1.12279,1,3,0,9.64415,0.123571
-6.92612,1,1.12279,2,3,0,7.29395,0.329035
-7.10233,0.889743,1.12279,2,3,0,7.46645,0.155743
-7.43424,0.931823,1.12279,1,1,0,7.46268,0.125429
-7.27611,1,1.12279,1,1,0,7.49209,0.138168
-7.06712,1,1.12279,2,3,0,7.27027,0.159976
-6.83064,1,1.12279,1,1,0,7.00567,0.201621
-6.95921,0.986636,1.12279,2,3,0,6.96944,0.336436
-6.81548,0.983061,1.12279,1,3,0,7.04577,0.206063
-6.85375,0.938004,1.12279,2,3,0,7.26562,0.195655
-7.04279,0.948764,1.12279,1,3,0,7.21705,0.353046
-6.78377,0.979844,1.12279,2,3,0,7.17386,0.217608
-8.32524,0.714523,1.12279,1,3,0,8.60585,0.0800859
-7.84627,1,1.12279,2,3,0,8.35689,0.100488
-7.63408,0.888158,1.12279,1,3,0,9.06173,0.434832
-6.86957,1,1.12279,2,3,0,7.34325,0.314722
-6.83864,1,1.12279,2,3,0,6.88672,0.305549
-6.93023,0.966133,1.12279,1,1,0,6.95384,0.329986
-9.38258,0.453659,1.12279,2,3,0,11.4956,0.0513323
-9.04628,1,1.12279,2,3,0,9.61048,0.0587989
-6.82276,1,1.12279,2,3,0,8.81817,0.203869
-6.82276,0.538609,1.12279,1,3,0,8.7506,0.203869
-6.77001,1,1.12279,1,1,0,6.80847,0.224416
-6.75088,0.826561,1.12279,2,3,0,7.699,0.259524
-6.80268,0.98639,1.12279,1,3,0,6.80295,0.292763
-13.5797,0.171784,1.12279,2,7,0,13.6166,0.0111892
-12.7907,1,1.12279,1,1,0,13.8262,0.0147121
-12.3127,1,1.12279,1,1,0,13.1399,0.0173945
-9.62009,0.791896,1.12279,1,3,0,12.1889,0.0467433
-8.74888,1,1.12279,1,1,0,9.63309,0.0665594
-8.91252,0.982997,1.12279,1,1,0,9.2027,0.0621392
-12.5999,0.800736,1.12279,1,3,0,12.918,0.0157266
-13.8814,0.785947,1.12279,2,7,0,13.9655,0.766284
-7.82252,1,1.12279,1,1,0,11.5579,0.45474
-7.82252,0.326592,1.12279,1,1,0,9.63034,0.45474
-8.69011,0.686321,1.12279,1,1,0,9.08043,0.529278
-6.8654,1,1.12279,1,3,0,8.43661,0.192928
-7.00444,0.964573,1.12279,1,1,0,7.01637,0.16832
-9.09644,0.748348,1.12279,2,3,0,9.58891,0.0576044
-6.77985,0.866173,1.12279,1,3,0,9.0769,0.219381
-6.77985,0.821084,1.12279,1,3,0,7.54208,0.219381
-6.90286,0.917888,1.12279,2,3,0,7.27689,0.185086
-6.7497,0.992066,1.12279,2,3,0,6.94689,0.242803
-6.7497,0.74769,1.12279,1,3,0,7.49161,0.242803
-6.74808,0.999694,1.12279,2,3,0,6.75123,0.251339
-6.75471,0.99824,1.12279,1,3,0,6.75501,0.26464
-6.75613,0.99952,1.12279,1,1,0,6.75815,0.266134
-6.9176,0.965368,1.12279,2,3,0,6.95907,0.182308
-8.78471,0.636672,1.12279,1,3,0,9.14931,0.536218
-7.35789,1,1.12279,2,3,0,8.34772,0.401538
-7.35789,0.707249,1.12279,1,1,0,8.01817,0.401538
-6.84455,0.981743,1.12279,1,3,0,7.4231,0.197933
# 
#  Elapsed Time: 0.007 seconds (Warm-up)
#                0.013 seconds (Sampling)
#                0.02 seconds (Total)
# 
